English,CEFR,gender,word,wordAudio,pronunciation,definition,sentenceAudio,example,sentenceTranslation,To Delete,Duplicate?
"grandchild, grandkid",A2,noun,نوه,X,nave,فرزندِ فرزند,X,نوهٔ من سه ساله است.,My grandchild is three years old.,,
letter,B1,noun,نِویسِه,X,nevise,نوشته,X,من یک نِویسِه کوتاه برای دوستم نوشتم.,I wrote a short letter for my friend.,,
transliteration,B2,noun,نویسه‌گردانی,X,nevise-gardâni,نوشتنِ تلفظِ یک زبان با حروفِ زبان دیگر,X,برای این پروژه، نویسه‌گردانیِ نام‌ها باید یکسان باشد تا خواننده گیج نشود.,"For this project, the transliteration of names has to be consistent so the reader doesn’t get confused.",,
new,B2,adjective,نوین,X,novin,تازه و جدید,X,آن شرکت با فناوری نوین وارد بازار شد و روش قدیمی را کنار گذاشت.,That company entered the market with modern technology and set aside the old method.,,
"is not, there is not",A1,verb,نیست,X,nêst,نبودنِ یک چیز,X,امروز کلاس نیست.,There is no class today.,,
hotel,A1,noun,هتل,X,hotel,جایی برای خواب در سفر,X,این هتل بزرگ است.,This hotel is big.,,
eighteen,A1,numeral,هجده,X,hejdah,عدد ۱۸,X,هجده یعنی ده و هشت.,Eighteen means ten and eight.,,
"gift, present",A1,noun,هدیه,X,hadiye,چیزی که برای تولد می‌دهی,X,این هدیه برای تو است.,This gift is for you.,,
"every, each",A1,adjective,هر,X,har,برای همهٔ چیزها,X,من هر روز قهوه می‌نوشم.,Every day I drink coffee.,,
the ... the,B2,adverb,هرچه,X,harče,هرقدر که یک چیز بیشتر شود، چیز دیگر هم بیشتر می‌شود,X,هرچه بیشتر دربارهٔ موضوع تحقیق کردم، کمتر مطمئن شدم که پاسخ ساده‌ای وجود دارد.,"The more I researched the topic, the less sure I became that there is a simple answer.",,
never,A2,adverb,هرگز,X,hargez,در هیچ زمانی و در هیچ شرایطی؛ هیچ‌وقت,X,او گیاه‌خوار است و هرگز در زندگی‌اش گوشت نخورده است.,He is a vegetarian and has never eaten meat in his life.,,Duplicate
thousand,A1,noun,هزار,X,hazâr,عدد ۱۰۰۰,X,هزار تا دارم.,I have a thousand.,,
"cost, expense",B1,noun,هزینه,X,hazine,مخارج و پولی که خرج می‌شود,X,هزینه تعمیر موتور ماشین بسیار بیشتر از حد انتظار من بود.,The cost of repairing the engine was much higher than I expected.,,
eight,A1,numeral,هشت,X,hašt,عدد ۸,X,هشت یعنی چهار و چهار.,Eight means four and four.,,
eighty,A1,numeral,هشتاد,X,haštâd,عدد ۸۰,X,هشتاد یعنی هشت تا ده.,Eighty means eight tens.,,
seven,A1,numeral,هفت,X,haft,عدد ۷,X,هفته هفت روز دارد.,A week has seven days.,,
seventy,A1,numeral,هفتاد,X,haftâd,عدد ۷۰,X,هفتاد یعنی هفت تا ده.,Seventy means seven tens.,,
seventieth,B1,adjective,هفتادم,X,haftâdom,بعد از شصت‌ونهم,X,امسال مادرم تولد هفتادم خود را جشن گرفت.,This year my mother celebrated her seventieth birthday.,,
seventh,A2,adjective,هفتم,X,haftom,بعد از ششم,X,امروز روز هفتم هفته است.,Today is the seventh day of the week.,,
week,A1,noun,هفته,X,hafte,هفت روز پشت سر هم,X,هفته هفت روز دارد.,A week has seven days.,,
seventeenth,A2,adjective,هفدهم,X,hefdahom,بعد از شانزدهم,X,هفدهم این ماه تولد من است.,The seventeenth of this month is my birthday.,,
"push, shove",B1,noun,هل,X,hol,فشار دادن برای حرکت دادن,X,وقتی آن حرف را شنیدم، یک هل به من وارد شد.,"When I heard that, I got a shove.",,
"push, shove",B1,verb,هل دادن,X,hol dâdan,فشار دادن برای حرکت دادن,X,لطفاً مرا هل نده چون می‌افتم.,Please don’t push me because I’ll fall.,,
"too, also",A1,adverb,هم,X,ham,همراه با یک نفر دیگر,X,من هم می‌آیم.,I am coming too.,,
stir,B1,verb,هم زدن,X,ham zadan,مخلوط کردن با حرکت دورانی,X,برای اینکه شکر کاملا حل شود، باید چای را با قاشق هم بزنید.,You have to stir the tea with a spoon to dissolve the sugar completely.,,
hamburger,A1,noun,همبرگر,X,hamberger,غذای گوشت با نان,X,همبرگر داغ است.,The hamburger is hot.,,
homosexual,B2,adjective,همجنس‌گرا,X,ham-jens-garâ,مربوط به همجنس‌گرایی,X,او همجنس‌گراست و نمی‌خواهد زندگی‌اش را پنهان کند.,He is homosexual and doesn’t want to hide his life.,,
"each other, one another",A2,pronoun,همدیگر,X,hamdigar,یکدیگر و هم,X,ما همدیگر را در مدرسه دیدیم.,We saw each other at school.,,
neighbor,A2,noun,همسایه,X,hamsâye,فردی که در خانه‌ی کناری یا بسیار نزدیک به ماست,X,همسایه طبقه بالای ما هر شب تا دیر وقت سر و صدا می‌کند.,Our upstairs neighbor makes noise every night until late.,,
hamster,A2,noun,همستر,X,hamestar,حیوانِ کوچکِ خانگی,X,همستر من خیلی کوچک است.,My hamster is very small.,,
colleague,B1,noun,همکار,X,hamkâr,کسی که با ما در یک محل کار می‌کند,X,آقای احمدی همکار من در بخش فروش است.,Mr. Ahmadi is my colleague in the sales department.,,
sibling,B2,noun,هم‌نیا,X,ham-niâ,برادر یا خواهر,X,از میان هم‌نیاهایم فقط خواهرم همان سلیقهٔ موسیقیایی مرا دارد و همیشه پیشنهادهای خوبی می‌دهد.,"Among my siblings, only my sister has the same musical taste as I do, and she always gives good suggestions.",,
"everyone, everybody",A1,pronoun,همه,X,hame,همهٔ آدم‌ها,X,همه در کلاس هستند.,Everyone is in class.,,
all,A2,adjective,همهٔ,X,hame-ye,تمام و بدون استثنا,X,همهٔ مردم اینجا هستند.,All the people are here.,,
everywhere,A2,adverb,همه جا,X,hame jâ,در همهٔ مکان‌ها,X,کلیدم را همه جا گشتم.,I looked for my key everywhere.,,
everything,A2,pronoun,همه چیز,X,hame čiz,همهٔ چیزها,X,همه چیز آماده است.,Everything is ready.,,
pantheism,C,noun,همه‌خدایی,X,hame-xodâyi,باوری که خدا را در همهٔ جهان می‌بیند,X,همه‌خدایی خدا را بیرونِ جهان نمی‌بیند؛ جهان را جلوهٔ او می‌داند.,Pantheism does not see God outside the world; it sees the world as God’s manifestation.,,
always,A1,adverb,همیشه,X,hamiše,در همهٔ وقت‌ها,X,من همیشه زود می‌خوابم.,I always go to sleep early.,,
Indian,A1,adjective,هندی,X,hendi,مربوط به هند,X,غذای هندی تند است.,Indian food is spicy.,,
"weather, air",A1,noun,هوا,X,havâ,چیزی که بیرون حس می‌کنی مثل گرم و سرد,X,هوا امروز سرد است.,The weather is cold today.,,
"plane, airplane",A2,noun,هواپیما,X,havâpeymâ,وسیلهٔ پرواز در آسمان,X,من با هواپیما سفر می‌کنم.,I travel by airplane.,,
"craving, lust, passion",B2,noun,هوس,X,havas,کشش و میل شدید,X,هوسِ شیرینی شب‌ها سراغم می‌آید و کنترلش سخت است.,"A craving for sweets comes over me at night, and controlling it is hard.",,
crave,B2,verb,هوس کردن,X,havas kardan,میل کردن به چیزی,X,وقتی استرس دارم، بیشتر هوس می‌کنم چیزی بخورم.,"When I’m stressed, I crave eating something more.",,
identity,B2,noun,هویت,X,hoviyyat,کیستی و ویژگی‌های فردی,X,اثر انگشت و اسکن چشم از ویژگی‌های منحصر به فرد برای تعیین هویت افراد هستند.,Fingerprints and eye scans are unique features for identifying individuals.,,
carrot,A1,noun,هویج,X,havij,سبزیِ نارنجی برای سوپ,X,هویج در سوپ است.,Carrots are in the soup.,,
nothing,A1,pronoun,هیچ,X,hič,هیچ چیز,X,هیچ نمی‌خواهم.,I don’t want anything.,,
nowhere,A1,adverb,هیچ‌جا,X,hič-jâ,در هیچ مکان,X,کلیدم هیچ‌جا نیست.,My key is nowhere.,,
"none, neither",A2,pronoun,هیچ‌کدام,X,hič-kodâm,هیچ گزینه‌ای از دو تا,X,هیچ‌کدام را نمی‌خواهم.,I don’t want either of them.,,
"no one, nobody",A2,pronoun,هیچ‌کس,X,hič-kas,هیچ آدمی,X,هیچ‌کس اینجا نیست.,No one is here.,,
never,A2,adverb,هیچ‌گاه,X,hič-gâh,در هیچ زمان,X,من هیچ‌گاه دیر نمی‌آیم.,I never come late.,,Duplicate
"never, ever",A2,adverb,هیچ‌وقت,X,hič-vaqt,در هیچ زمان,X,من هیچ‌وقت صبحانه را فراموش نمی‌کنم.,I never forget breakfast.,,
"firewood, wood",B1,noun,هیزم,X,hizom,چوبِ خشک برای آتش,X,برای روشن کردن آتش، کمی هیزم کنار شومینه گذاشتیم.,"To light the fire, we put some firewood next to the fireplace.",,
and,A1,conjunction,و,X,"va, o",برای وصل کردن دو کلمه یا دو جمله,X,چای و نان می‌خورم.,I eat tea and bread.,,
"individual, unit",B1,noun,واحد,X,vâhed,یک بخشِ مستقل,X,هر واحدِ این درس یک امتحان کوتاه دارد.,Each unit of this course has a short quiz.,,
"unique, single, sole",B2,adjective,واحد,X,vâhed,یک‌دانه و تنها,X,برای ورود، یک کدِ واحد به هر کاربر داده می‌شود.,"For entry, a unique code is given to each user.",,
clear,B1,adjective,واضح,X,vâzeh,روشن و قابل فهم,X,توضیحات شما کاملاً واضح بود و من دیگر سؤال نداشتم.,"Your explanation was completely clear, and I did not have any more questions.",,
"reality, actuality, fact",B2,noun,واقعیت,X,vâġe'iyat,آنچه در جهان واقعاً وجود دارد,X,واقعیت این است که بدون برنامه‌ریزی، این پروژه جلو نمی‌رود.,"The reality is that without planning, this project won’t move forward.",,
vaccine,B1,noun,واکسن,X,vâksan,ماده‌ای برای پیشگیری از بیماری,X,دانشمندان در تلاشند تا یک واکسن جدید برای مقابله با ویروس بسازند.,Scientists are working to develop a new vaccine to combat the virus.,,
"parent, father",A1,noun,والد,X,vâled,پدر یا مادر,X,بابا و مامان والدِ من هستند.,Dad and Mom are my parents.,,
loan,B1,noun,وام,X,vâm,اعتبارِ مالیِ بانکی,X,بانک با درخواست او برای دریافت وام مسکن با بهره کم موافقت کرد.,The bank approved his application for a low-interest mortgage.,,
website,A2,noun,وب‌سایت,X,veb-sâyt,صفحه‌ای در اینترنت که اطلاعات دارد,X,آدرس این وب‌سایت را در مرورگر وارد کن.,Enter the address of this website in the browser.,,
"sports, sport",A1,noun,ورزش,X,varzeš,حرکتِ بدن برای سلامتی,X,من ورزش می‌کنم.,I do sports.,,
means,A2,noun,وسیله,X,vasile,چیزی که با آن کاری انجام می‌دهیم,X,این مقدار کافی است.,This amount is enough.,,
situation,B1,noun,وضعیت,X,vaz'iyat,چگونگیِ قرار گرفتن در یک زمان,X,با توجه به وضعیت بازار، قیمت‌ها افزایش یافته است.,"Due to the market situation, prices have increased.",,
"when, whenever",A2,adverb,وقتی,X,vaġti,زمانی که اتفاق می‌افتد,X,وقتی به خانه می‌رسم، به تو زنگ می‌زنم.,"When I get home, I’ll call you.",,
